organ,to_date,year,transplants
Liver-Kidney-Pancreas,13,2023,0
Liver-Kidney-Pancreas,13,2024,1
Liver-Kidney-Pancreas,13,2025,0
Liver-Kidney-Pancreas,13,2026,0
Liver-Lung,263,1988,0
Liver-Lung,263,1989,0
Liver-Lung,263,1990,0
Liver-Lung,263,1991,0
Liver-Lung,263,1992,0
Liver-Lung,263,1993,0
Liver-Lung,263,1994,1
Liver-Lung,263,1995,1
Liver-Lung,263,1996,2
Liver-Lung,263,1997,1
Liver-Lung,263,1998,2
Liver-Lung,263,1999,1
Liver-Lung,263,2000,1
Liver-Lung,263,2001,0
Liver-Lung,263,2002,1
Liver-Lung,263,2003,4
Liver-Lung,263,2004,3
Liver-Lung,263,2005,2
Liver-Lung,263,2006,2
Liver-Lung,263,2007,3
Liver-Lung,263,2008,3
Liver-Lung,263,2009,10
Liver-Lung,263,2010,5
Liver-Lung,263,2011,6
Liver-Lung,263,2012,5
Liver-Lung,263,2013,7
Liver-Lung,263,2014,6
Liver-Lung,263,2015,9
Liver-Lung,263,2016,9
Liver-Lung,263,2017,8
Liver-Lung,263,2018,14
Liver-Lung,263,2019,12
Liver-Lung,263,2020,22
Liver-Lung,263,2021,16
Liver-Lung,263,2022,11
Liver-Lung,263,2023,22
Liver-Lung,263,2024,25
Liver-Lung,263,2025,39
Liver-Lung,263,2026,10
Liver-Pancreas,104,1988,12
Liver-Pancreas,104,1989,17
Liver-Pancreas,104,1990,9
Liver-Pancreas,104,1991,5
Liver-Pancreas,104,1992,2
Liver-Pancreas,104,1993,2
Liver-Pancreas,104,1994,1
Liver-Pancreas,104,1995,0
Liver-Pancreas,104,1996,1
Liver-Pancreas,104,1997,5
Liver-Pancreas,104,1998,3
Liver-Pancreas,104,1999,1
Liver-Pancreas,104,2000,0
Liver-Pancreas,104,2001,2
Liver-Pancreas,104,2002,1
Liver-Pancreas,104,2003,3
Liver-Pancreas,104,2004,1
Liver-Pancreas,104,2005,5
Liver-Pancreas,104,2006,2
Liver-Pancreas,104,2007,6
Liver-Pancreas,104,2008,3
Liver-Pancreas,104,2009,1
Liver-Pancreas,104,2010,3
Liver-Pancreas,104,2011,1
Liver-Pancreas,104,2012,2
Liver-Pancreas,104,2013,0
Liver-Pancreas,104,2014,0
Liver-Pancreas,104,2015,2
Liver-Pancreas,104,2016,3
Liver-Pancreas,104,2017,1
Liver-Pancreas,104,2018,2
Liver-Pancreas,104,2019,1
Liver-Pancreas,104,2020,1
Liver-Pancreas,104,2021,1
Liver-Pancreas,104,2022,0
Liver-Pancreas,104,2023,1
Liver-Pancreas,104,2024,1
Liver-Pancreas,104,2025,1
Liver-Pancreas,104,2026,2
Liver-Pancreas-Lung,2,1988,0
Liver-Pancreas-Lung,2,1989,0
Liver-Pancreas-Lung,2,1990,0
Liver-Pancreas-Lung,2,1991,0
Liver-Pancreas-Lung,2,1992,0
Liver-Pancreas-Lung,2,1993,0
Liver-Pancreas-Lung,2,1994,0
Liver-Pancreas-Lung,2,1995,0
Liver-Pancreas-Lung,2,1996,0
Liver-Pancreas-Lung,2,1997,0
Liver-Pancreas-Lung,2,1998,0
Liver-Pancreas-Lung,2,1999,0
Liver-Pancreas-Lung,2,2000,0
Liver-Pancreas-Lung,2,2001,0
Liver-Pancreas-Lung,2,2002,0
Liver-Pancreas-Lung,2,2003,0
Liver-Pancreas-Lung,2,2004,0
Liver-Pancreas-Lung,2,2005,0
Liver-Pancreas-Lung,2,2006,0
Liver-Pancreas-Lung,2,2007,0
Liver-Pancreas-Lung,2,2008,0
Liver-Pancreas-Lung,2,2009,0
Liver-Pancreas-Lung,2,2010,0
Liver-Pancreas-Lung,2,2011,1
Liver-Pancreas-Lung,2,2012,0
Liver-Pancreas-Lung,2,2013,0
Liver-Pancreas-Lung,2,2014,0
Liver-Pancreas-Lung,2,2015,1
Liver-Pancreas-Lung,2,2016,0
Liver-Pancreas-Lung,2,2017,0
Liver-Pancreas-Lung,2,2018,0
Liver-Pancreas-Lung,2,2019,0
Liver-Pancreas-Lung,2,2020,0
Liver-Pancreas-Lung,2,2021,0
Liver-Pancreas-Lung,2,2022,0
Liver-Pancreas-Lung,2,2023,0
Liver-Pancreas-Lung,2,2024,0
Liver-Pancreas-Lung,2,2025,0
Liver-Pancreas-Lung,2,2026,0
Pancreas-Heart,5,1988,0
Pancreas-Heart,5,1989,1
Pancreas-Heart,5,1990,0
Pancreas-Heart,5,1991,0
Pancreas-Heart,5,1992,0
Pancreas-Heart,5,1993,1
Pancreas-Heart,5,1994,0
Pancreas-Heart,5,1995,2
Pancreas-Heart,5,1996,0
Pancreas-Heart,5,1997,0
Pancreas-Heart,5,1998,0
Pancreas-Heart,5,1999,0
Pancreas-Heart,5,2000,1
Pancreas-Heart,5,2001,0
Pancreas-Heart,5,2002,0
Pancreas-Heart,5,2003,0
Pancreas-Heart,5,2004,0
Pancreas-Heart,5,2005,0
Pancreas-Heart,5,2006,0
Pancreas-Heart,5,2007,0
Pancreas-Heart,5,2008,0
Pancreas-Heart,5,2009,0
Pancreas-Heart,5,2010,0
Pancreas-Heart,5,2011,0
Pancreas-Heart,5,2012,0
Pancreas-Heart,5,2013,0
Pancreas-Heart,5,2014,0
Pancreas-Heart,5,2015,0
Pancreas-Heart,5,2016,0
Pancreas-Heart,5,2017,0
Pancreas-Heart,5,2018,0
Pancreas-Heart,5,2019,0
Pancreas-Heart,5,2020,0
Pancreas-Heart,5,2021,0
Pancreas-Heart,5,2022,0
Pancreas-Heart,5,2023,0
Pancreas-Heart,5,2024,0
Pancreas-Heart,5,2025,0
Pancreas-Heart,5,2026,0
Pancreas-Lung,3,1988,0
Pancreas-Lung,3,1989,0
Pancreas-Lung,3,1990,0
Pancreas-Lung,3,1991,0
Pancreas-Lung,3,1992,0
Pancreas-Lung,3,1993,0
Pancreas-Lung,3,1994,0
Pancreas-Lung,3,1995,0
Pancreas-Lung,3,1996,0
Pancreas-Lung,3,1997,0
Pancreas-Lung,3,1998,0
Pancreas-Lung,3,1999,0
Pancreas-Lung,3,2000,0
Pancreas-Lung,3,2001,0
Pancreas-Lung,3,2002,0
Pancreas-Lung,3,2003,0
Pancreas-Lung,3,2004,0
Pancreas-Lung,3,2005,0
Pancreas-Lung,3,2006,1
Pancreas-Lung,3,2007,2
Pancreas-Lung,3,2008,0
Pancreas-Lung,3,2009,0
Pancreas-Lung,3,2010,0
Pancreas-Lung,3,2011,0
Pancreas-Lung,3,2012,0
Pancreas-Lung,3,2013,0
Pancreas-Lung,3,2014,0
Pancreas-Lung,3,2015,0
Pancreas-Lung,3,2016,0
Pancreas-Lung,3,2017,0
Pancreas-Lung,3,2018,0
Pancreas-Lung,3,2019,0
Pancreas-Lung,3,2020,0
Pancreas-Lung,3,2021,0
Pancreas-Lung,3,2022,0
Pancreas-Lung,3,2023,0
Pancreas-Lung,3,2024,0
Pancreas-Lung,3,2025,0
Pancreas-Lung,3,2026,0
VCA-Intestine,8,1988,0
VCA-Intestine,8,1989,0
VCA-Intestine,8,1990,0
VCA-Intestine,8,1991,0
VCA-Intestine,8,1992,0
VCA-Intestine,8,1993,0
VCA-Intestine,8,1994,0
VCA-Intestine,8,1995,0
VCA-Intestine,8,1996,0
VCA-Intestine,8,1997,0
VCA-Intestine,8,1998,0
VCA-Intestine,8,1999,0
VCA-Intestine,8,2000,0
VCA-Intestine,8,2001,0
VCA-Intestine,8,2002,3
VCA-Intestine,8,2003,1
VCA-Intestine,8,2004,1
VCA-Intestine,8,2005,0
VCA-Intestine,8,2006,0
VCA-Intestine,8,2007,0
VCA-Intestine,8,2008,0
VCA-Intestine,8,2009,0
VCA-Intestine,8,2010,0
VCA-Intestine,8,2011,0
VCA-Intestine,8,2012,0
VCA-Intestine,8,2013,0
VCA-Intestine,8,2014,0
VCA-Intestine,8,2015,1
VCA-Intestine,8,2016,0
VCA-Intestine,8,2017,0
VCA-Intestine,8,2018,1
VCA-Intestine,8,2019,0
VCA-Intestine,8,2020,0
VCA-Intestine,8,2021,0
VCA-Intestine,8,2022,1
VCA-Intestine,8,2023,0
VCA-Intestine,8,2024,0
VCA-Intestine,8,2025,0
VCA-Intestine,8,2026,0
VCA-Intestine-Pancreas,2,1988,0
VCA-Intestine-Pancreas,2,1989,0
VCA-Intestine-Pancreas,2,1990,0
VCA-Intestine-Pancreas,2,1991,0
VCA-Intestine-Pancreas,2,1992,0
VCA-Intestine-Pancreas,2,1993,0
VCA-Intestine-Pancreas,2,1994,0
VCA-Intestine-Pancreas,2,1995,0
VCA-Intestine-Pancreas,2,1996,0
VCA-Intestine-Pancreas,2,1997,0
VCA-Intestine-Pancreas,2,1998,0
VCA-Intestine-Pancreas,2,1999,0
VCA-Intestine-Pancreas,2,2000,0
VCA-Intestine-Pancreas,2,2001,0
VCA-Intestine-Pancreas,2,2002,0
VCA-Intestine-Pancreas,2,2003,1
VCA-Intestine-Pancreas,2,2004,0
VCA-Intestine-Pancreas,2,2005,1
VCA-Intestine-Pancreas,2,2006,0
VCA-Intestine-Pancreas,2,2007,0
VCA-Intestine-Pancreas,2,2008,0
VCA-Intestine-Pancreas,2,2009,0
VCA-Intestine-Pancreas,2,2010,0
VCA-Intestine-Pancreas,2,2011,0
VCA-Intestine-Pancreas,2,2012,0
VCA-Intestine-Pancreas,2,2013,0
VCA-Intestine-Pancreas,2,2014,0
VCA-Intestine-Pancreas,2,2015,0
VCA-Intestine-Pancreas,2,2016,0
VCA-Intestine-Pancreas,2,2017,0
VCA-Intestine-Pancreas,2,2018,0
VCA-Intestine-Pancreas,2,2019,0
VCA-Intestine-Pancreas,2,2020,0
VCA-Intestine-Pancreas,2,2021,0
VCA-Intestine-Pancreas,2,2022,0
VCA-Intestine-Pancreas,2,2023,0
VCA-Intestine-Pancreas,2,2024,0
VCA-Intestine-Pancreas,2,2025,0
VCA-Intestine-Pancreas,2,2026,0
VCA-Kidney,2,1988,0
VCA-Kidney,2,1989,0
VCA-Kidney,2,1990,0
VCA-Kidney,2,1991,0
VCA-Kidney,2,1992,0
VCA-Kidney,2,1993,0
VCA-Kidney,2,1994,0
VCA-Kidney,2,1995,0
VCA-Kidney,2,1996,0
VCA-Kidney,2,1997,0
VCA-Kidney,2,1998,0
VCA-Kidney,2,1999,0
VCA-Kidney,2,2000,0
VCA-Kidney,2,2001,0
VCA-Kidney,2,2002,0
VCA-Kidney,2,2003,0
VCA-Kidney,2,2004,0
VCA-Kidney,2,2005,0
VCA-Kidney,2,2006,0
VCA-Kidney,2,2007,0
VCA-Kidney,2,2008,0
VCA-Kidney,2,2009,0
VCA-Kidney,2,2010,0
VCA-Kidney,2,2011,0
VCA-Kidney,2,2012,0
VCA-Kidney,2,2013,0
VCA-Kidney,2,2014,0
VCA-Kidney,2,2015,0
VCA-Kidney,2,2016,0
VCA-Kidney,2,2017,0
VCA-Kidney,2,2018,0
VCA-Kidney,2,2019,0
VCA-Kidney,2,2020,0
VCA-Kidney,2,2021,0
VCA-Kidney,2,2022,0
VCA-Kidney,2,2023,0
VCA-Kidney,2,2024,0
VCA-Kidney,2,2025,1
VCA-Kidney,2,2026,1
VCA-Kidney-Pancreas,1,1988,0
VCA-Kidney-Pancreas,1,1989,0
VCA-Kidney-Pancreas,1,1990,0
VCA-Kidney-Pancreas,1,1991,0
VCA-Kidney-Pancreas,1,1992,0
VCA-Kidney-Pancreas,1,1993,0
VCA-Kidney-Pancreas,1,1994,0
VCA-Kidney-Pancreas,1,1995,0
VCA-Kidney-Pancreas,1,1996,0
VCA-Kidney-Pancreas,1,1997,0
VCA-Kidney-Pancreas,1,1998,0
VCA-Kidney-Pancreas,1,1999,0
VCA-Kidney-Pancreas,1,2000,0
VCA-Kidney-Pancreas,1,2001,0
VCA-Kidney-Pancreas,1,2002,0
VCA-Kidney-Pancreas,1,2003,0
VCA-Kidney-Pancreas,1,2004,0
VCA-Kidney-Pancreas,1,2005,0
VCA-Kidney-Pancreas,1,2006,0
VCA-Kidney-Pancreas,1,2007,0
VCA-Kidney-Pancreas,1,2008,0
VCA-Kidney-Pancreas,1,2009,0
VCA-Kidney-Pancreas,1,2010,0
VCA-Kidney-Pancreas,1,2011,0
VCA-Kidney-Pancreas,1,2012,0
VCA-Kidney-Pancreas,1,2013,0
VCA-Kidney-Pancreas,1,2014,0
VCA-Kidney-Pancreas,1,2015,1
VCA-Kidney-Pancreas,1,2016,0
VCA-Kidney-Pancreas,1,2017,0
VCA-Kidney-Pancreas,1,2018,0
VCA-Kidney-Pancreas,1,2019,0
VCA-Kidney-Pancreas,1,2020,0
VCA-Kidney-Pancreas,1,2021,0
VCA-Kidney-Pancreas,1,2022,0
VCA-Kidney-Pancreas,1,2023,0
VCA-Kidney-Pancreas,1,2024,0
VCA-Kidney-Pancreas,1,2025,0
VCA-Kidney-Pancreas,1,2026,0
VCA-Liver,4,1988,0
VCA-Liver,4,1989,0
VCA-Liver,4,1990,0
VCA-Liver,4,1991,0
VCA-Liver,4,1992,0
VCA-Liver,4,1993,0
VCA-Liver,4,1994,0
VCA-Liver,4,1995,0
VCA-Liver,4,1996,0
VCA-Liver,4,1997,0
VCA-Liver,4,1998,0
VCA-Liver,4,1999,0
VCA-Liver,4,2000,0
VCA-Liver,4,2001,0
VCA-Liver,4,2002,0
VCA-Liver,4,2003,0
VCA-Liver,4,2004,0
VCA-Liver,4,2005,0
VCA-Liver,4,2006,0
VCA-Liver,4,2007,0
VCA-Liver,4,2008,0
VCA-Liver,4,2009,0
VCA-Liver,4,2010,0
VCA-Liver,4,2011,4
VCA-Liver,4,2012,0
VCA-Liver,4,2013,0
VCA-Liver,4,2014,0
VCA-Liver,4,2015,0
VCA-Liver,4,2016,0
VCA-Liver,4,2017,0
VCA-Liver,4,2018,0
VCA-Liver,4,2019,0
VCA-Liver,4,2020,0
VCA-Liver,4,2021,0
VCA-Liver,4,2022,0
VCA-Liver,4,2023,0
VCA-Liver,4,2024,0
VCA-Liver,4,2025,0
VCA-Liver,4,2026,0
VCA-Liver-Intestine-Pancreas,5,1988,0
VCA-Liver-Intestine-Pancreas,5,1989,0
VCA-Liver-Intestine-Pancreas,5,1990,0
VCA-Liver-Intestine-Pancreas,5,1991,0
VCA-Liver-Intestine-Pancreas,5,1992,0
VCA-Liver-Intestine-Pancreas,5,1993,0
VCA-Liver-Intestine-Pancreas,5,1994,0
VCA-Liver-Intestine-Pancreas,5,1995,0
VCA-Liver-Intestine-Pancreas,5,1996,0
VCA-Liver-Intestine-Pancreas,5,1997,0
VCA-Liver-Intestine-Pancreas,5,1998,0
VCA-Liver-Intestine-Pancreas,5,1999,0
VCA-Liver-Intestine-Pancreas,5,2000,0
VCA-Liver-Intestine-Pancreas,5,2001,3
VCA-Liver-Intestine-Pancreas,5,2002,0
VCA-Liver-Intestine-Pancreas,5,2003,0
VCA-Liver-Intestine-Pancreas,5,2004,0
VCA-Liver-Intestine-Pancreas,5,2005,0
VCA-Liver-Intestine-Pancreas,5,2006,0
VCA-Liver-Intestine-Pancreas,5,2007,0
VCA-Liver-Intestine-Pancreas,5,2008,0
VCA-Liver-Intestine-Pancreas,5,2009,0
VCA-Liver-Intestine-Pancreas,5,2010,0
VCA-Liver-Intestine-Pancreas,5,2011,0
VCA-Liver-Intestine-Pancreas,5,2012,1
VCA-Liver-Intestine-Pancreas,5,2013,0
VCA-Liver-Intestine-Pancreas,5,2014,0
VCA-Liver-Intestine-Pancreas,5,2015,0
VCA-Liver-Intestine-Pancreas,5,2016,0
VCA-Liver-Intestine-Pancreas,5,2017,0
VCA-Liver-Intestine-Pancreas,5,2018,0
VCA-Liver-Intestine-Pancreas,5,2019,0
VCA-Liver-Intestine-Pancreas,5,2020,0
VCA-Liver-Intestine-Pancreas,5,2021,0
VCA-Liver-Intestine-Pancreas,5,2022,1
VCA-Liver-Intestine-Pancreas,5,2023,0
VCA-Liver-Intestine-Pancreas,5,2024,0
VCA-Liver-Intestine-Pancreas,5,2025,0
VCA-Liver-Intestine-Pancreas,5,2026,0
VCA-Liver-Kidney,1,1988,0
VCA-Liver-Kidney,1,1989,0
VCA-Liver-Kidney,1,1990,0
VCA-Liver-Kidney,1,1991,0
VCA-Liver-Kidney,1,1992,0
VCA-Liver-Kidney,1,1993,0
VCA-Liver-Kidney,1,1994,0
VCA-Liver-Kidney,1,1995,0
VCA-Liver-Kidney,1,1996,0
VCA-Liver-Kidney,1,1997,0
VCA-Liver-Kidney,1,1998,0
VCA-Liver-Kidney,1,1999,0
VCA-Liver-Kidney,1,2000,0
VCA-Liver-Kidney,1,2001,0
VCA-Liver-Kidney,1,2002,0
VCA-Liver-Kidney,1,2003,0
VCA-Liver-Kidney,1,2004,0
VCA-Liver-Kidney,1,2005,0
VCA-Liver-Kidney,1,2006,0
VCA-Liver-Kidney,1,2007,0
VCA-Liver-Kidney,1,2008,0
VCA-Liver-Kidney,1,2009,1
VCA-Liver-Kidney,1,2010,0
VCA-Liver-Kidney,1,2011,0
VCA-Liver-Kidney,1,2012,0
VCA-Liver-Kidney,1,2013,0
VCA-Liver-Kidney,1,2014,0
VCA-Liver-Kidney,1,2015,0
VCA-Liver-Kidney,1,2016,0
VCA-Liver-Kidney,1,2017,0
VCA-Liver-Kidney,1,2018,0
VCA-Liver-Kidney,1,2019,0
VCA-Liver-Kidney,1,2020,0
VCA-Liver-Kidney,1,2021,0
VCA-Liver-Kidney,1,2022,0
VCA-Liver-Kidney,1,2023,0
VCA-Liver-Kidney,1,2024,0
VCA-Liver-Kidney,1,2025,0
VCA-Liver-Kidney,1,2026,0
VCA-Multiple VCA Organs,2,1988,0
VCA-Multiple VCA Organs,2,1989,0
VCA-Multiple VCA Organs,2,1990,0
VCA-Multiple VCA Organs,2,1991,0
VCA-Multiple VCA Organs,2,1992,0
VCA-Multiple VCA Organs,2,1993,0
VCA-Multiple VCA Organs,2,1994,0
VCA-Multiple VCA Organs,2,1995,0
VCA-Multiple VCA Organs,2,1996,0
VCA-Multiple VCA Organs,2,1997,0
VCA-Multiple VCA Organs,2,1998,0
VCA-Multiple VCA Organs,2,1999,0
VCA-Multiple VCA Organs,2,2000,0
VCA-Multiple VCA Organs,2,2001,0
VCA-Multiple VCA Organs,2,2002,0
VCA-Multiple VCA Organs,2,2003,0
VCA-Multiple VCA Organs,2,2004,0
VCA-Multiple VCA Organs,2,2005,0
VCA-Multiple VCA Organs,2,2006,0
VCA-Multiple VCA Organs,2,2007,0
VCA-Multiple VCA Organs,2,2008,0
VCA-Multiple VCA Organs,2,2009,0
VCA-Multiple VCA Organs,2,2010,0
VCA-Multiple VCA Organs,2,2011,1
VCA-Multiple VCA Organs,2,2012,0
VCA-Multiple VCA Organs,2,2013,0
VCA-Multiple VCA Organs,2,2014,0
VCA-Multiple VCA Organs,2,2015,0
VCA-Multiple VCA Organs,2,2016,0
VCA-Multiple VCA Organs,2,2017,0
VCA-Multiple VCA Organs,2,2018,0
VCA-Multiple VCA Organs,2,2019,0
VCA-Multiple VCA Organs,2,2020,1
VCA-Multiple VCA Organs,2,2021,0
VCA-Multiple VCA Organs,2,2022,0
VCA-Multiple VCA Organs,2,2023,0
VCA-Multiple VCA Organs,2,2024,0
VCA-Multiple VCA Organs,2,2025,0
VCA-Multiple VCA Organs,2,2026,0
